,Num,Study,References,Location,Lat,Long,MAT,MAP,Elevation,Veg1,Sand,Silt,Clay,BD,pH,SOC,TC,TN,CN,TP,MBC,MBN,MBCN,NO3,NH4,T1,N2Oarea2,Replicate,Soilmoisture
4222,5149,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,921.442,4,NA
4223,5150,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,448.455,4,NA
4224,5151,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2224.3978,4,NA
4225,5152,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,604.8377,4,NA
4226,5153,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1106.4757,4,NA
4227,5154,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,417.8005,4,NA
4228,5155,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,116.8177,4,NA
4229,5156,159,Drury C. F. et al. 2008,"Woodslee, Ontario ",42.2,-82.72,NA,551,NA,Cropland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,389.1495,4,NA
4230,5157,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,19.63,3,NA
4231,5158,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,9.4984,3,NA
4232,5161,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,9.428,3,NA
4233,5164,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,139.9461,3,NA
4234,5165,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,79.7465,3,NA
4235,5166,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,54.5449,3,NA
4236,5167,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,173.3453,3,NA
4237,5168,160,Du Rui et al. 2006,,43.5,116.67,NA,NA,NA,Grassland,NA,NA,NA,NA,6.9,1.85,NA,0.19,9.8,NA,NA,NA,NA,NA,NA,,68.1477,3,NA
4244,5180,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.9669,1.3151,,316.6302,2,NA
4245,5181,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,28.7207,13.3946,,194.9642,2,NA
4246,5182,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,32.9765,27.4333,,550.6034,2,NA
4247,5183,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,35.276,17.6673,,429.4215,2,NA
4248,5184,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,20.2907,6.9211,,348.257,2,NA
4249,5185,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,20.9556,7.9118,,505.7048,2,NA
4250,5186,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,8.905,2.7094,,106.6595,2,NA
4251,5187,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.3999,1.4216,,104.9249,2,NA
4252,5188,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.4509,1.1245,,101.5363,2,NA
4253,5189,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,36.7064,38.3369,,374.5588,2,NA
4254,5190,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,14.2149,15.1935,,1127.549,2,NA
4255,5191,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,24.666,9.9917,,2000.753,2,NA
4256,5192,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,50.7683,1.5294,,3389.7872,2,NA
4257,5193,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,37.0886,1.2187,,924.4361,2,NA
4258,5194,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,36.4517,1.2346,,2512.1458,2,NA
4259,5195,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,23.0981,1.2503,,1874.6495,2,NA
4260,5196,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,9.0946,1.5943,,402.7162,2,NA
4261,5197,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.9494,1.2975,,240.3873,2,NA
4262,5198,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.24,0.96,,117.6471,2,NA
4263,5199,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,14.72,4.48,,941.1765,2,NA
4264,5200,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,24,2.88,,4039.2157,2,NA
4265,5201,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,23.68,1.92,,1333.3333,2,NA
4266,5202,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,33.28,1.28,,2196.0784,2,NA
4267,5203,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,14.08,0.96,,235.2941,2,NA
4268,5204,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.56,0.64,,39.2157,2,NA
4269,5205,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.6,0.64,,78.4314,2,NA
4270,5206,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,0.96,0.64,,39.2157,2,NA
4271,5207,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.92,15.68,,274.5098,2,NA
4272,5208,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,11.84,16,,784.3137,2,NA
4273,5209,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,32.96,11.52,,1411.7647,2,NA
4274,5210,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,33.6,0.96,,1725.4902,2,NA
4275,5211,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,41.6,0.96,,1450.9804,2,NA
4276,5212,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,43.84,0.64,,6745.098,2,NA
4277,5213,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,35.84,1.28,,5137.2549,2,NA
4278,5214,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,14.08,0.64,,666.6667,2,NA
4279,5215,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.88,0.96,,196.0784,2,NA
4280,5216,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.1429,1.4286,,269.2308,2,NA
4281,5217,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,3.9286,1.0714,,730.7692,2,NA
4282,5218,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,11.0714,2.1429,,2846.1538,2,NA
4283,5219,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,17.5,3.2143,,1384.6154,2,NA
4284,5220,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,9.6429,1.0714,,2923.0769,2,NA
4285,5221,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,11.4286,1.0714,,961.5385,2,NA
4286,5222,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,3.2143,1.7857,,384.6154,2,NA
4287,5223,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.4286,1.0714,,153.8462,2,NA
4288,5224,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.0714,1.0714,,115.3846,2,NA
4289,5225,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.8571,1.4286,,346.1538,2,NA
4290,5226,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.5,2.1429,,653.8462,2,NA
4291,5227,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,8.2143,1.4286,,1307.6923,2,NA
4292,5228,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,10,1.4286,,1038.4615,2,NA
4293,5229,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,9.6429,1.0714,,1307.6923,2,NA
4294,5230,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,8.9286,0.7143,,2923.0769,2,NA
4295,5231,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,10,1.0714,,3192.3077,2,NA
4296,5232,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,7.1429,0.7143,,846.1538,2,NA
4297,5233,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.4286,1.0714,,230.7692,2,NA
4298,5234,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.8704,1.2503,,112.5,2,NA
4299,5235,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,9.6361,1.8845,,112.5,2,NA
4300,5236,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,24.5359,7.1719,,412.5,2,NA
4301,5237,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,28.8931,1.2962,,150,2,NA
4302,5238,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,11.5428,1.0002,,412.5,2,NA
4303,5239,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,7.8336,1.0119,,112.5,2,NA
4304,5240,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.6461,0.7156,,112.5,2,NA
4305,5241,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.0418,0.7317,,112.5,2,NA
4306,5242,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.0699,0.7595,,112.5,2,NA
4307,5243,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.9664,15.9893,,112.5,2,NA
4308,5244,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.9749,7.626,,337.5,2,NA
4309,5245,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,11.672,3.2996,,487.5,2,NA
4310,5246,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,21.6091,0.8342,,600,2,NA
4311,5247,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,21.9344,0.8494,,225,2,NA
4312,5248,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,15.7478,0.8641,,487.5,2,NA
4313,5249,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,10.8015,0.879,,450,2,NA
4314,5250,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,5.2371,0.8963,,112.5,2,NA
4315,5251,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.854,0.9238,,112.5,2,NA
4316,5252,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.7518,1.1679,,109.7561,2,NA
4317,5253,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,6.1314,0.8759,,292.6829,2,NA
4318,5254,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,7.2993,1.7518,,512.1951,2,NA
4319,5255,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,7.8832,1.7518,,146.3415,2,NA
4320,5256,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,4.3796,0.8759,,256.0976,2,NA
4321,5257,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,3.7956,0.5839,,109.7561,2,NA
4322,5258,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.0438,0.5839,,109.7561,2,NA
4323,5259,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.1679,0.8759,,365.8537,2,NA
4324,5260,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,0.8759,0.8759,,109.7561,2,NA
4325,5261,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,3.5036,0.5839,,109.7561,2,NA
4326,5262,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.9197,0.8759,,182.9268,2,NA
4327,5263,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,6.1314,0.8759,,182.9268,2,NA
4328,5264,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,6.4234,0.5839,,146.3415,2,NA
4329,5265,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,6.7153,0.5839,,146.3415,2,NA
4330,5266,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,3.5036,0.5839,,292.6829,2,NA
4331,5267,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,2.3358,0.8759,,292.6829,2,NA
4332,5268,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,3.5036,0.8759,,73.1707,2,NA
4333,5269,163,Duan Yunfeng et al. 2018,,56.5,9.57,7.3,704,NA,Cropland,77.9,13.3,8.8,1.35,6.5,2.3,NA,0.18,12.8,NA,NA,NA,NA,1.4599,0.8759,,146.3415,2,NA
4434,5370,167,Eickenscheidt Nadine and Brumme Rainer 2013,,NA,NA,9.5,880,70,Forest ,63.4,31,5.6,1.36,3.6,14.17,NA,0.57,25.3,NA,NA,NA,NA,NA,NA,27.5,148.8,5,0.72
4436,5372,167,Eickenscheidt Nadine and Brumme Rainer 2013,,NA,NA,7.6,1037,450,Forest ,57.7,29.8,12.5,0.93,3.7,5.87,NA,0.26,22.3,NA,NA,NA,NA,NA,NA,27.5,38.4,5,0.41
4437,5373,167,Eickenscheidt Nadine and Brumme Rainer 2013,,NA,NA,7.2,706,410,Forest ,54.4,36.2,9.4,1.18,4.3,3.25,NA,0.15,21.7,NA,NA,NA,NA,NA,NA,27.5,4.8,5,0.34
4439,5375,167,Eickenscheidt Nadine and Brumme Rainer 2013,,NA,NA,6.9,1193,500,Forest ,22.2,52.9,24.8,0.89,3.5,9.7,NA,0.47,20.7,NA,NA,NA,NA,NA,NA,27.5,2719.2,5,0.85
4458,5394,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,54,16,30,1.24,NA,1.39,NA,0.146,9.5,NA,NA,NA,NA,NA,NA,,139.1846,3,NA
4459,5395,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,54,16,30,1.24,NA,1.39,NA,0.146,9.5,NA,NA,NA,NA,NA,NA,,131.4514,3,NA
4460,5396,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,54,16,30,1.24,NA,1.39,NA,0.146,9.5,NA,NA,NA,NA,NA,NA,,155.5663,3,NA
4461,5397,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,54,16,30,1.24,NA,1.39,NA,0.146,9.5,NA,NA,NA,NA,NA,NA,,141.4375,3,NA
4462,5398,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,54,16,30,1.24,NA,1.39,NA,0.146,9.5,NA,NA,NA,NA,NA,NA,,89.8888,3,NA
4463,5399,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,54,16,30,1.24,NA,1.39,NA,0.146,9.5,NA,NA,NA,NA,NA,NA,,132.3461,3,NA
4464,5400,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,37,20,43,1.27,NA,1.2,NA,0.115,10.4,NA,NA,NA,NA,NA,NA,,90.777,3,NA
4465,5401,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,37,20,43,1.27,NA,1.2,NA,0.115,10.4,NA,NA,NA,NA,NA,NA,,94.2615,3,NA
4466,5402,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,37,20,43,1.27,NA,1.2,NA,0.115,10.4,NA,NA,NA,NA,NA,NA,,101.8874,3,NA
4467,5403,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,37,20,43,1.27,NA,1.2,NA,0.115,10.4,NA,NA,NA,NA,NA,NA,,63.518,3,NA
4468,5404,169,Epstein Howard E. et al. 1998,Epstein Howard E. et al. 1998,NA,NA,8.6,321,NA,Grassland,37,20,43,1.27,NA,1.2,NA,0.115,10.4,NA,NA,NA,NA,NA,NA,,30.1645,3,NA
